Report Number,Date Reported,Date of Occurrence,City,Latitude,Longitude,Crime Description,Clean Category,Victim Age,Victim Gender,Weapon Used,Crime Domain,Severity,Case Closed,Date Case Closed,Crime_Hour,Crime_DayOfWeek,Crime_Month,Is_Weekend,Weapon_Risk,Lat_Round,Lon_Round,Area_Crime_Count,Area_Avg_Severity,Risk_Score,Hotspot_Level,Crime_Time_Period
38243,2024-05-12 20:00,2024-12-05 10:00:00,Pune,18.5204,73.8567,EXTORTION,Other,18,F,Blunt Object,Other Crime,1,Yes,2024-06-23 20:00,10,Thursday,12,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Morning
38244,2024-05-14 21:00,2024-12-05 11:00:00,Srinagar,,,ROBBERY,Robbery,58,M,Poison,Violent Crime,3,Yes,2024-10-23 21:00,11,Thursday,12,0,2.0,,,,,,,Morning
38245,2024-05-15 05:00,2024-12-05 12:00:00,Pune,18.5204,73.8567,SHOPLIFTING,Other,20,M,,Other Crime,1,Yes,2024-05-29 05:00,12,Thursday,12,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Afternoon
38246,2024-05-15 04:00,2024-12-05 13:00:00,Kanpur,26.4499,80.3319,ARSON,Other,53,M,Knife,Fire Accident,1,No,,13,Thursday,12,0,3.0,26.45,80.332,1112.0,2.372302158273381,446.111690647482,High,Afternoon
38247,2024-05-13 21:00,2024-12-05 14:00:00,Ahmedabad,23.0225,72.5714,BURGLARY,Burglary,10,F,Firearm,Other Crime,3,No,,14,Thursday,12,0,5.0,23.022,72.571,1817.0,2.4446890478811225,728.5334067143644,High,Afternoon
38248,2024-05-13 17:00,2024-12-05 15:00:00,Mumbai,19.076,72.8777,HOMICIDE,Homicide,48,F,,Other Crime,5,Yes,2025-06-02 17:00,15,Thursday,12,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Afternoon
38249,2024-05-14 01:00,2024-12-05 16:00:00,Pune,18.5204,73.8567,ASSAULT,Assault,60,M,Blunt Object,Violent Crime,5,Yes,2024-07-31 01:00,16,Thursday,12,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Afternoon
38250,2024-05-15 15:00,2024-12-05 17:00:00,Agra,,,TRAFFIC VIOLATION,Other,24,F,Explosives,Traffic Fatality,1,No,,17,Thursday,12,0,2.0,,,,,,,Evening
38251,2024-05-14 07:00,2024-12-05 18:00:00,Bangalore,12.9716,77.5946,EXTORTION,Other,57,F,Explosives,Other Crime,1,No,,18,Thursday,12,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Evening
38252,2024-05-15 07:00,2024-12-05 19:00:00,Bangalore,12.9716,77.5946,ARSON,Other,40,F,Poison,Fire Accident,1,No,,19,Thursday,12,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Evening
38253,2024-05-13 20:00,2024-12-05 20:00:00,Ludhiana,30.9,75.8573,SEXUAL ASSAULT,Assault,63,F,Blunt Object,Violent Crime,5,Yes,2025-01-01 20:00,20,Thursday,12,0,3.0,30.9,75.857,761.0,2.3955321944809462,305.71865965834434,High,Evening
38254,2024-05-14 20:00,2024-12-05 21:00:00,Delhi,28.7041,77.1025,ARSON,Other,47,F,Blunt Object,Fire Accident,1,No,,21,Thursday,12,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Night
38255,2024-05-14 20:00,2024-12-05 22:00:00,Kalyan,,,ARSON,Other,63,M,Explosives,Fire Accident,1,No,,22,Thursday,12,0,2.0,,,,,,,Night
38256,2024-05-13 16:00,2024-12-05 23:00:00,Visakhapatnam,17.6868,83.2185,CYBERCRIME,Other,59,M,Explosives,Other Crime,1,No,,23,Thursday,12,0,2.0,17.687,83.218,728.0,2.342032967032967,292.30260989010986,High,Night
38257,2024-05-14 06:00,2024-05-13 00:00:00,Meerut,28.9845,77.7064,VEHICLE - STOLEN,Other,24,F,Knife,Violent Crime,5,Yes,2024-05-28 06:00,0,Monday,5,0,3.0,28.984,77.706,395.0,2.551898734177215,159.36556962025315,High,Night
38258,2024-05-13 16:00,2024-05-13 01:00:00,Delhi,28.7041,77.1025,DRUG OFFENSE,Other,59,F,Other,Other Crime,1,Yes,2024-08-01 16:00,1,Monday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
38259,2024-05-13 05:00,2024-05-13 02:00:00,Rajkot,,,HOMICIDE,Homicide,53,F,Other,Other Crime,5,Yes,2025-03-19 05:00,2,Monday,5,0,2.0,,,,,,,Night
38260,2024-05-14 20:00,2024-05-13 03:00:00,Patna,25.5941,85.1376,FRAUD,Other,40,F,Explosives,Other Crime,1,Yes,2024-06-18 20:00,3,Monday,5,0,2.0,25.594,85.138,695.0,2.3884892086330933,279.1165467625899,High,Night
38261,2024-05-15 09:00,2024-05-13 04:00:00,Visakhapatnam,17.6868,83.2185,TRAFFIC VIOLATION,Other,60,M,Blunt Object,Traffic Fatality,1,Yes,2024-06-05 09:00,4,Monday,5,0,3.0,17.687,83.218,728.0,2.342032967032967,292.5026098901099,High,Night
38262,2024-05-13 12:00,2024-05-13 05:00:00,Agra,,,COUNTERFEITING,Other,37,F,,Other Crime,1,Yes,2024-08-07 12:00,5,Monday,5,0,2.0,,,,,,,Morning
38263,2024-05-15 16:00,2024-05-13 06:00:00,Nagpur,21.1458,79.0882,VEHICLE - STOLEN,Other,23,M,Blunt Object,Violent Crime,5,Yes,2024-06-27 16:00,6,Monday,5,0,3.0,21.146,79.088,1053.0,2.375118708452042,422.51253561253566,High,Morning
38264,2024-05-13 09:00,2024-05-13 07:00:00,Hyderabad,17.385,78.4867,COUNTERFEITING,Other,35,F,Knife,Other Crime,1,No,,7,Monday,5,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Morning
38265,2024-05-16 07:00,2024-05-13 08:00:00,Bangalore,12.9716,77.5946,FRAUD,Other,39,F,,Other Crime,1,No,,8,Monday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Morning
38266,2024-05-14 07:00,2024-05-13 09:00:00,Bangalore,12.9716,77.5946,SHOPLIFTING,Other,34,M,,Other Crime,1,No,,9,Monday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Morning
38267,2024-05-15 03:00,2024-05-13 10:00:00,Pune,18.5204,73.8567,DOMESTIC VIOLENCE,Other,13,M,,Violent Crime,5,Yes,2024-07-22 03:00,10,Monday,5,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Morning
38268,2024-05-14 06:00,2024-05-13 11:00:00,Kolkata,22.5726,88.3639,IDENTITY THEFT,Identity Theft,40,F,Blunt Object,Violent Crime,2,No,,11,Monday,5,0,3.0,22.573,88.364,2518.0,2.3669579030976964,1008.5100873709292,,Morning
38269,2024-05-14 11:00,2024-05-13 12:00:00,Srinagar,,,EXTORTION,Other,16,F,Poison,Other Crime,1,No,,12,Monday,5,0,2.0,,,,,,,Afternoon
38270,2024-05-14 05:00,2024-05-13 13:00:00,Bangalore,12.9716,77.5946,ASSAULT,Assault,26,F,Blunt Object,Violent Crime,5,Yes,2024-07-22 05:00,13,Monday,5,0,3.0,12.972,77.595,3588.0,2.38015607580825,1436.5140468227423,,Afternoon
38271,2024-05-15 20:00,2024-05-13 14:00:00,Kolkata,22.5726,88.3639,ILLEGAL POSSESSION,Other,15,F,Firearm,Other Crime,1,No,,14,Monday,5,0,5.0,22.573,88.364,2518.0,2.3669579030976964,1008.9100873709292,,Afternoon
38272,2024-05-15 02:00,2024-05-13 15:00:00,Mumbai,19.076,72.8777,SEXUAL ASSAULT,Assault,36,F,Other,Violent Crime,5,No,,15,Monday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Afternoon
38273,2024-05-14 13:00,2024-05-13 16:00:00,Ludhiana,30.9,75.8573,SEXUAL ASSAULT,Assault,68,F,Explosives,Violent Crime,5,Yes,2025-04-17 13:00,16,Monday,5,0,2.0,30.9,75.857,761.0,2.3955321944809462,305.5186596583443,High,Afternoon
38274,2024-05-16 09:00,2024-05-13 17:00:00,Kolkata,22.5726,88.3639,ASSAULT,Assault,77,F,,Violent Crime,5,No,,17,Monday,5,0,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.3100873709292,,Evening
38275,2024-05-14 21:00,2024-05-13 18:00:00,Bangalore,12.9716,77.5946,VEHICLE - STOLEN,Other,20,F,Poison,Violent Crime,5,No,,18,Monday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Evening
38276,2024-05-14 10:00,2024-05-13 19:00:00,Delhi,28.7041,77.1025,EXTORTION,Other,48,F,Poison,Other Crime,1,No,,19,Monday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Evening
38277,2024-05-14 06:00,2024-05-13 20:00:00,Vasai,,,FRAUD,Other,68,F,Other,Other Crime,1,No,,20,Monday,5,0,2.0,,,,,,,Evening
38278,2024-05-15 04:00,2024-05-13 21:00:00,Chennai,13.0827,80.2707,ROBBERY,Robbery,77,M,Explosives,Violent Crime,3,No,,21,Monday,5,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Night
38279,2024-05-15 04:00,2024-05-13 22:00:00,Lucknow,26.8467,80.9462,SEXUAL ASSAULT,Assault,38,F,Other,Violent Crime,5,Yes,2025-07-16 04:00,22,Monday,5,0,2.0,26.847,80.946,1456.0,2.3777472527472527,583.5133241758241,High,Night
38280,2024-05-16 05:00,2024-05-13 23:00:00,Kanpur,26.4499,80.3319,SHOPLIFTING,Other,51,F,Other,Other Crime,1,Yes,2024-07-17 05:00,23,Monday,5,0,2.0,26.45,80.332,1112.0,2.372302158273381,445.911690647482,High,Night
38281,2024-05-16 01:00,2024-05-14 00:00:00,Vasai,,,KIDNAPPING,Kidnapping,62,F,Blunt Object,Other Crime,4,No,,0,Tuesday,5,0,3.0,,,,,,,Night
38282,2024-05-14 09:00,2024-05-14 01:00:00,Visakhapatnam,17.6868,83.2185,SEXUAL ASSAULT,Assault,47,M,Poison,Violent Crime,5,Yes,2025-12-20 09:00,1,Tuesday,5,0,2.0,17.687,83.218,728.0,2.342032967032967,292.30260989010986,High,Night
38283,2024-05-16 14:00,2024-05-14 02:00:00,Visakhapatnam,17.6868,83.2185,ARSON,Other,58,F,Blunt Object,Fire Accident,1,No,,2,Tuesday,5,0,3.0,17.687,83.218,728.0,2.342032967032967,292.5026098901099,High,Night
38284,2024-05-16 04:00,2024-05-14 03:00:00,Bangalore,12.9716,77.5946,ILLEGAL POSSESSION,Other,72,M,,Other Crime,1,Yes,2024-07-28 04:00,3,Tuesday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Night
38285,2024-05-14 06:00,2024-05-14 04:00:00,Hyderabad,17.385,78.4867,HOMICIDE,Homicide,48,F,Blunt Object,Other Crime,5,No,,4,Tuesday,5,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Night
38286,2024-05-14 12:00,2024-05-14 05:00:00,Hyderabad,17.385,78.4867,VEHICLE - STOLEN,Other,56,F,Knife,Violent Crime,5,Yes,2024-07-29 12:00,5,Tuesday,5,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Morning
38287,2024-05-15 03:00,2024-05-14 06:00:00,Indore,,,PUBLIC INTOXICATION,Other,15,M,Firearm,Other Crime,1,No,,6,Tuesday,5,0,5.0,,,,,,,Morning
38288,2024-05-15 21:00,2024-05-14 07:00:00,Delhi,28.7041,77.1025,TRAFFIC VIOLATION,Other,33,M,Blunt Object,Traffic Fatality,1,No,,7,Tuesday,5,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Morning
38289,2024-05-16 13:00,2024-05-14 08:00:00,Bangalore,12.9716,77.5946,EXTORTION,Other,30,M,Poison,Other Crime,1,No,,8,Tuesday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Morning
38290,2024-05-14 14:00,2024-05-14 09:00:00,Visakhapatnam,17.6868,83.2185,DRUG OFFENSE,Other,46,F,Knife,Other Crime,1,Yes,2024-07-01 14:00,9,Tuesday,5,0,3.0,17.687,83.218,728.0,2.342032967032967,292.5026098901099,High,Morning
38291,2024-05-16 07:00,2024-05-14 10:00:00,Surat,21.1702,72.8311,DOMESTIC VIOLENCE,Other,60,F,Knife,Violent Crime,5,No,,10,Tuesday,5,0,3.0,21.17,72.831,1111.0,2.2997299729973,445.6899189918992,High,Morning
38292,2024-05-15 08:00,2024-05-14 11:00:00,Delhi,28.7041,77.1025,VEHICLE - STOLEN,Other,21,F,Other,Violent Crime,5,No,,11,Tuesday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Morning
38293,2024-05-14 20:00,2024-05-14 12:00:00,Pune,18.5204,73.8567,VEHICLE - STOLEN,Other,15,F,Knife,Violent Crime,5,No,,12,Tuesday,5,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Afternoon
38294,2024-05-16 05:00,2024-05-14 13:00:00,Surat,21.1702,72.8311,VANDALISM,Vandalism,34,F,,Other Crime,2,No,,13,Tuesday,5,0,2.0,21.17,72.831,1111.0,2.2997299729973,445.4899189918992,High,Afternoon
38295,2024-05-16 11:00,2024-05-14 14:00:00,Pune,18.5204,73.8567,ASSAULT,Assault,20,F,Explosives,Violent Crime,5,Yes,2024-07-31 11:00,14,Tuesday,5,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Afternoon
38296,2024-05-14 20:00,2024-05-14 15:00:00,Hyderabad,17.385,78.4867,ILLEGAL POSSESSION,Other,48,M,Firearm,Other Crime,1,Yes,2024-07-01 20:00,15,Tuesday,5,0,5.0,17.385,78.487,2881.0,2.393960430406109,1154.118188129122,,Afternoon
38297,2024-05-16 02:00,2024-05-14 16:00:00,Bangalore,12.9716,77.5946,HOMICIDE,Homicide,12,F,Other,Other Crime,5,No,,16,Tuesday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Afternoon
38298,2024-05-15 19:00,2024-05-14 17:00:00,Bangalore,12.9716,77.5946,VANDALISM,Vandalism,20,F,Explosives,Other Crime,2,No,,17,Tuesday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Evening
38299,2024-05-17 11:00,2024-05-14 18:00:00,Delhi,28.7041,77.1025,HOMICIDE,Homicide,36,F,,Other Crime,5,No,,18,Tuesday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Evening
38300,2024-05-16 03:00,2024-05-14 19:00:00,Mumbai,19.076,72.8777,CYBERCRIME,Other,67,F,Firearm,Other Crime,1,No,,19,Tuesday,5,0,5.0,19.076,72.878,4415.0,2.3966024915062287,1767.718980747452,,Evening
38301,2024-05-15 08:00,2024-05-14 20:00:00,Thane,,,HOMICIDE,Homicide,37,F,,Other Crime,5,No,,20,Tuesday,5,0,2.0,,,,,,,Evening
38302,2024-05-16 11:00,2024-05-14 21:00:00,Mumbai,19.076,72.8777,EXTORTION,Other,76,F,Other,Other Crime,1,Yes,2024-06-04 11:00,21,Tuesday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Night
38303,2024-05-17 13:00,2024-05-14 22:00:00,Bhopal,23.2599,77.4126,SHOPLIFTING,Other,50,F,Firearm,Other Crime,1,Yes,2024-06-22 13:00,22,Tuesday,5,0,5.0,23.26,77.413,690.0,2.408695652173913,277.7226086956522,High,Night
38304,2024-05-17 08:00,2024-05-14 23:00:00,Indore,,,ROBBERY,Robbery,16,M,,Violent Crime,3,Yes,2024-07-27 08:00,23,Tuesday,5,0,2.0,,,,,,,Night
38305,2024-05-16 18:00,2024-05-15 00:00:00,Rajkot,,,VANDALISM,Vandalism,30,F,Blunt Object,Other Crime,2,No,,0,Wednesday,5,0,3.0,,,,,,,Night
38306,2024-05-15 17:00,2024-05-15 01:00:00,Bangalore,12.9716,77.5946,KIDNAPPING,Kidnapping,22,F,,Other Crime,4,Yes,2024-08-08 17:00,1,Wednesday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Night
38307,2024-05-17 15:00,2024-05-15 02:00:00,Hyderabad,17.385,78.4867,HOMICIDE,Homicide,74,F,Poison,Other Crime,5,No,,2,Wednesday,5,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Night
38308,2024-05-16 19:00,2024-05-15 03:00:00,Indore,,,VANDALISM,Vandalism,38,F,Poison,Other Crime,2,No,,3,Wednesday,5,0,2.0,,,,,,,Night
38309,2024-05-16 06:00,2024-05-15 04:00:00,Visakhapatnam,17.6868,83.2185,SHOPLIFTING,Other,14,F,Firearm,Other Crime,1,Yes,2024-07-04 06:00,4,Wednesday,5,0,5.0,17.687,83.218,728.0,2.342032967032967,292.9026098901099,High,Night
38310,2024-05-16 02:00,2024-05-15 05:00:00,Agra,,,IDENTITY THEFT,Identity Theft,66,F,Other,Violent Crime,2,Yes,2024-06-19 02:00,5,Wednesday,5,0,2.0,,,,,,,Morning
38311,2024-05-18 04:00,2024-05-15 06:00:00,Delhi,28.7041,77.1025,ROBBERY,Robbery,15,F,Poison,Violent Crime,3,No,,6,Wednesday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Morning
38312,2024-05-17 08:00,2024-05-15 07:00:00,Jaipur,26.9124,75.7873,KIDNAPPING,Kidnapping,68,F,Firearm,Other Crime,4,No,,7,Wednesday,5,0,5.0,26.912,75.787,1479.0,2.310344827586207,593.2931034482759,High,Morning
38313,2024-05-16 13:00,2024-05-15 08:00:00,Delhi,28.7041,77.1025,EXTORTION,Other,14,M,Firearm,Other Crime,1,Yes,2024-06-05 13:00,8,Wednesday,5,0,5.0,28.704,77.102,5400.0,2.385925925925926,2161.715777777778,,Morning
38314,2024-05-17 06:00,2024-05-15 09:00:00,Bangalore,12.9716,77.5946,TRAFFIC VIOLATION,Other,15,F,Explosives,Traffic Fatality,1,No,,9,Wednesday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Morning
38315,2024-05-15 15:00,2024-05-15 10:00:00,Mumbai,19.076,72.8777,CYBERCRIME,Other,39,F,Other,Other Crime,1,Yes,2024-07-10 15:00,10,Wednesday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Morning
38316,2024-05-15 21:00,2024-05-15 11:00:00,Delhi,28.7041,77.1025,BURGLARY,Burglary,73,F,,Other Crime,3,No,,11,Wednesday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Morning
38317,2024-05-17 09:00,2024-05-15 12:00:00,Delhi,28.7041,77.1025,SHOPLIFTING,Other,32,F,Blunt Object,Other Crime,1,No,,12,Wednesday,5,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Afternoon
38318,2024-05-15 15:00,2024-05-15 13:00:00,Delhi,28.7041,77.1025,VANDALISM,Vandalism,65,F,Other,Other Crime,2,No,,13,Wednesday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
38319,2024-05-16 13:00,2024-05-15 14:00:00,Chennai,13.0827,80.2707,IDENTITY THEFT,Identity Theft,68,F,Poison,Violent Crime,2,Yes,2024-05-30 13:00,14,Wednesday,5,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Afternoon
38320,2024-05-17 05:00,2024-05-15 15:00:00,Mumbai,19.076,72.8777,KIDNAPPING,Kidnapping,72,M,Blunt Object,Other Crime,4,Yes,2024-06-24 05:00,15,Wednesday,5,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Afternoon
38321,2024-05-18 10:00,2024-05-15 16:00:00,Kolkata,22.5726,88.3639,ILLEGAL POSSESSION,Other,23,F,Firearm,Other Crime,1,Yes,2024-07-20 10:00,16,Wednesday,5,0,5.0,22.573,88.364,2518.0,2.3669579030976964,1008.9100873709292,,Afternoon
38322,2024-05-15 20:00,2024-05-15 17:00:00,Kanpur,26.4499,80.3319,FRAUD,Other,25,M,Other,Other Crime,1,No,,17,Wednesday,5,0,2.0,26.45,80.332,1112.0,2.372302158273381,445.911690647482,High,Evening
38323,2024-05-16 10:00,2024-05-15 18:00:00,Chennai,13.0827,80.2707,KIDNAPPING,Kidnapping,73,F,Poison,Other Crime,4,No,,18,Wednesday,5,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Evening
38324,2024-05-16 18:00,2024-05-15 19:00:00,Jaipur,26.9124,75.7873,ARSON,Other,14,F,Blunt Object,Fire Accident,1,Yes,2024-07-23 18:00,19,Wednesday,5,0,3.0,26.912,75.787,1479.0,2.310344827586207,592.893103448276,High,Evening
38325,2024-05-16 17:00,2024-05-15 20:00:00,Chennai,13.0827,80.2707,HOMICIDE,Homicide,60,F,Knife,Other Crime,5,Yes,2025-07-23 17:00,20,Wednesday,5,0,3.0,13.083,80.271,2493.0,2.4091456077015643,998.5227436823104,High,Evening
38326,2024-05-16 14:00,2024-05-15 21:00:00,Delhi,28.7041,77.1025,KIDNAPPING,Kidnapping,54,F,Explosives,Other Crime,4,Yes,2024-07-01 14:00,21,Wednesday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
38327,2024-05-18 11:00,2024-05-15 22:00:00,Kanpur,26.4499,80.3319,SEXUAL ASSAULT,Assault,67,F,,Violent Crime,5,Yes,2026-05-05 11:00,22,Wednesday,5,0,2.0,26.45,80.332,1112.0,2.372302158273381,445.911690647482,High,Night
38328,2024-05-17 18:00,2024-05-15 23:00:00,Vasai,,,FRAUD,Other,79,F,Other,Other Crime,1,Yes,2024-05-27 18:00,23,Wednesday,5,0,2.0,,,,,,,Night
38329,2024-05-17 05:00,2024-05-16 00:00:00,Hyderabad,17.385,78.4867,VANDALISM,Vandalism,38,F,,Other Crime,2,No,,0,Thursday,5,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Night
38330,2024-05-18 09:00,2024-05-16 01:00:00,Delhi,28.7041,77.1025,SEXUAL ASSAULT,Assault,15,F,Other,Violent Crime,5,No,,1,Thursday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
38331,2024-05-16 12:00,2024-05-16 02:00:00,Pune,18.5204,73.8567,SHOPLIFTING,Other,50,M,Blunt Object,Other Crime,1,No,,2,Thursday,5,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Night
38332,2024-05-18 06:00,2024-05-16 03:00:00,Visakhapatnam,17.6868,83.2185,ROBBERY,Robbery,57,F,Poison,Violent Crime,3,Yes,2024-07-25 06:00,3,Thursday,5,0,2.0,17.687,83.218,728.0,2.342032967032967,292.30260989010986,High,Night
38333,2024-05-17 05:00,2024-05-16 04:00:00,Mumbai,19.076,72.8777,TRAFFIC VIOLATION,Other,33,F,Explosives,Traffic Fatality,1,Yes,2024-06-12 05:00,4,Thursday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Night
38334,2024-05-17 20:00,2024-05-16 05:00:00,Meerut,28.9845,77.7064,FIREARM OFFENSE,Other,21,F,Knife,Fire Accident,1,Yes,2024-07-23 20:00,5,Thursday,5,0,3.0,28.984,77.706,395.0,2.551898734177215,159.36556962025315,High,Morning
38335,2024-05-18 22:00,2024-05-16 06:00:00,Pune,18.5204,73.8567,ROBBERY,Robbery,18,F,Firearm,Violent Crime,3,No,,6,Thursday,5,0,5.0,18.52,73.857,2212.0,2.3589511754068715,886.5076853526222,High,Morning
38336,2024-05-17 23:00,2024-05-16 07:00:00,Hyderabad,17.385,78.4867,SEXUAL ASSAULT,Assault,57,M,Blunt Object,Violent Crime,5,Yes,2025-12-09 23:00,7,Thursday,5,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Morning
38337,2024-05-19 07:00,2024-05-16 08:00:00,Meerut,28.9845,77.7064,VEHICLE - STOLEN,Other,46,F,Other,Violent Crime,5,No,,8,Thursday,5,0,2.0,28.984,77.706,395.0,2.551898734177215,159.16556962025317,High,Morning
38338,2024-05-17 16:00,2024-05-16 09:00:00,Bhopal,23.2599,77.4126,ROBBERY,Robbery,65,M,Firearm,Violent Crime,3,No,,9,Thursday,5,0,5.0,23.26,77.413,690.0,2.408695652173913,277.7226086956522,High,Morning
38339,2024-05-18 11:00,2024-05-16 10:00:00,Delhi,28.7041,77.1025,CYBERCRIME,Other,21,M,Other,Other Crime,1,Yes,2024-07-29 11:00,10,Thursday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Morning
38340,2024-05-17 03:00,2024-05-16 11:00:00,Surat,21.1702,72.8311,PUBLIC INTOXICATION,Other,50,M,Knife,Other Crime,1,No,,11,Thursday,5,0,3.0,21.17,72.831,1111.0,2.2997299729973,445.6899189918992,High,Morning
38341,2024-05-17 10:00,2024-05-16 12:00:00,Kolkata,22.5726,88.3639,FRAUD,Other,21,M,Explosives,Other Crime,1,Yes,2024-06-25 10:00,12,Thursday,5,0,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.3100873709292,,Afternoon
38342,2024-05-17 06:00,2024-05-16 13:00:00,Pune,18.5204,73.8567,KIDNAPPING,Kidnapping,44,F,Explosives,Other Crime,4,Yes,2024-07-18 06:00,13,Thursday,5,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Afternoon
38343,2024-05-18 07:00,2024-05-16 14:00:00,Delhi,28.7041,77.1025,ARSON,Other,70,F,Blunt Object,Fire Accident,1,Yes,2024-07-13 07:00,14,Thursday,5,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Afternoon
38344,2024-05-18 11:00,2024-05-16 15:00:00,Visakhapatnam,17.6868,83.2185,ASSAULT,Assault,10,M,Firearm,Violent Crime,5,Yes,2024-06-15 11:00,15,Thursday,5,0,5.0,17.687,83.218,728.0,2.342032967032967,292.9026098901099,High,Afternoon
38345,2024-05-17 13:00,2024-05-16 16:00:00,Bangalore,12.9716,77.5946,DOMESTIC VIOLENCE,Other,33,F,,Violent Crime,5,No,,16,Thursday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Afternoon
38346,2024-05-19 09:00,2024-05-16 17:00:00,Bangalore,12.9716,77.5946,ILLEGAL POSSESSION,Other,76,M,Other,Other Crime,1,Yes,2024-06-29 09:00,17,Thursday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Evening
38347,2024-05-17 02:00,2024-05-16 18:00:00,Mumbai,19.076,72.8777,VANDALISM,Vandalism,47,F,Blunt Object,Other Crime,2,Yes,2024-07-11 02:00,18,Thursday,5,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Evening
38348,2024-05-16 20:00,2024-05-16 19:00:00,Chennai,13.0827,80.2707,VEHICLE - STOLEN,Other,31,F,Other,Violent Crime,5,Yes,2024-08-03 20:00,19,Thursday,5,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Evening
38349,2024-05-18 20:00,2024-05-16 20:00:00,Ahmedabad,23.0225,72.5714,CYBERCRIME,Other,43,M,Firearm,Other Crime,1,No,,20,Thursday,5,0,5.0,23.022,72.571,1817.0,2.4446890478811225,728.5334067143644,High,Evening
38350,2024-05-18 04:00,2024-05-16 21:00:00,Ahmedabad,23.0225,72.5714,FRAUD,Other,28,F,Explosives,Other Crime,1,No,,21,Thursday,5,0,2.0,23.022,72.571,1817.0,2.4446890478811225,727.9334067143644,High,Night
